Year,Month,Condition,Age Group,COVID-19 Deaths
2021,11,Cerebrovascular diseases,45-54,87
2021,12,Cerebrovascular diseases,45-54,115
2022,1,Cerebrovascular diseases,45-54,197
2022,2,Cerebrovascular diseases,45-54,110
2022,3,Cerebrovascular diseases,45-54,34
2022,4,Cerebrovascular diseases,45-54,29
2022,5,Cerebrovascular diseases,45-54,10
2022,6,Cerebrovascular diseases,45-54,16
2022,7,Cerebrovascular diseases,45-54,28
2022,8,Cerebrovascular diseases,45-54,33
2022,9,Cerebrovascular diseases,45-54,20
2022,10,Cerebrovascular diseases,45-54,25
2022,11,Cerebrovascular diseases,45-54,17
2022,12,Cerebrovascular diseases,45-54,23
2023,1,Cerebrovascular diseases,45-54,14
2023,2,Cerebrovascular diseases,45-54,17
2023,3,Cerebrovascular diseases,45-54,5
2020,1,Cerebrovascular diseases,55-64,0
2020,2,Cerebrovascular diseases,55-64,0
2020,3,Cerebrovascular diseases,55-64,18
2020,4,Cerebrovascular diseases,55-64,300
2020,5,Cerebrovascular diseases,55-64,215
2020,6,Cerebrovascular diseases,55-64,135
2020,7,Cerebrovascular diseases,55-64,193
2020,8,Cerebrovascular diseases,55-64,185
2020,9,Cerebrovascular diseases,55-64,121
2020,10,Cerebrovascular diseases,55-64,153
2020,11,Cerebrovascular diseases,55-64,277
2020,12,Cerebrovascular diseases,55-64,434
2021,1,Cerebrovascular diseases,55-64,511
2021,2,Cerebrovascular diseases,55-64,305
2021,3,Cerebrovascular diseases,55-64,165
2021,4,Cerebrovascular diseases,55-64,136
2021,5,Cerebrovascular diseases,55-64,120
2021,6,Cerebrovascular diseases,55-64,61
2021,7,Cerebrovascular diseases,55-64,82
2021,8,Cerebrovascular diseases,55-64,317
2021,9,Cerebrovascular diseases,55-64,411
2021,10,Cerebrovascular diseases,55-64,307
2021,11,Cerebrovascular diseases,55-64,194
2021,12,Cerebrovascular diseases,55-64,280
2022,1,Cerebrovascular diseases,55-64,566
2022,2,Cerebrovascular diseases,55-64,360
2022,3,Cerebrovascular diseases,55-64,121
2022,4,Cerebrovascular diseases,55-64,57
2022,5,Cerebrovascular diseases,55-64,50
2022,6,Cerebrovascular diseases,55-64,62
2022,7,Cerebrovascular diseases,55-64,87
2022,8,Cerebrovascular diseases,55-64,76
2022,9,Cerebrovascular diseases,55-64,57
2022,10,Cerebrovascular diseases,55-64,51
2022,11,Cerebrovascular diseases,55-64,60
2022,12,Cerebrovascular diseases,55-64,76
2023,1,Cerebrovascular diseases,55-64,88
2023,2,Cerebrovascular diseases,55-64,60
2023,3,Cerebrovascular diseases,55-64,17
2020,1,Cerebrovascular diseases,65-74,0
2020,2,Cerebrovascular diseases,65-74,0
2020,3,Cerebrovascular diseases,65-74,26
2020,4,Cerebrovascular diseases,65-74,597
2020,5,Cerebrovascular diseases,65-74,455
2020,6,Cerebrovascular diseases,65-74,257
2020,7,Cerebrovascular diseases,65-74,369
2020,8,Cerebrovascular diseases,65-74,392
2020,9,Cerebrovascular diseases,65-74,238
2020,10,Cerebrovascular diseases,65-74,286
2020,11,Cerebrovascular diseases,65-74,555
2020,12,Cerebrovascular diseases,65-74,1007
2021,1,Cerebrovascular diseases,65-74,1117
2021,2,Cerebrovascular diseases,65-74,566
2021,3,Cerebrovascular diseases,65-74,321
2021,4,Cerebrovascular diseases,65-74,217
2021,5,Cerebrovascular diseases,65-74,183
2021,6,Cerebrovascular diseases,65-74,102
2021,7,Cerebrovascular diseases,65-74,106
2021,8,Cerebrovascular diseases,65-74,409
2021,9,Cerebrovascular diseases,65-74,632
2021,10,Cerebrovascular diseases,65-74,442
2021,11,Cerebrovascular diseases,65-74,317
2021,12,Cerebrovascular diseases,65-74,502
2022,1,Cerebrovascular diseases,65-74,994
2022,2,Cerebrovascular diseases,65-74,778
2022,3,Cerebrovascular diseases,65-74,263
2022,4,Cerebrovascular diseases,65-74,99
2022,5,Cerebrovascular diseases,65-74,113
2022,6,Cerebrovascular diseases,65-74,132
2022,7,Cerebrovascular diseases,65-74,189
2022,8,Cerebrovascular diseases,65-74,209
2022,9,Cerebrovascular diseases,65-74,158
2022,10,Cerebrovascular diseases,65-74,138
2022,11,Cerebrovascular diseases,65-74,149
2022,12,Cerebrovascular diseases,65-74,180
2023,1,Cerebrovascular diseases,65-74,221
2023,2,Cerebrovascular diseases,65-74,131
2023,3,Cerebrovascular diseases,65-74,40
2020,1,Cerebrovascular diseases,75-84,1
2020,2,Cerebrovascular diseases,75-84,1
2020,3,Cerebrovascular diseases,75-84,40
2020,4,Cerebrovascular diseases,75-84,790
2020,5,Cerebrovascular diseases,75-84,605
2020,6,Cerebrovascular diseases,75-84,297
2020,7,Cerebrovascular diseases,75-84,435
2020,8,Cerebrovascular diseases,75-84,479
2020,9,Cerebrovascular diseases,75-84,318
2020,10,Cerebrovascular diseases,75-84,395
2020,11,Cerebrovascular diseases,75-84,849
2020,12,Cerebrovascular diseases,75-84,1468
2021,1,Cerebrovascular diseases,75-84,1535
2021,2,Cerebrovascular diseases,75-84,712
2021,3,Cerebrovascular diseases,75-84,332
2021,4,Cerebrovascular diseases,75-84,222
2021,5,Cerebrovascular diseases,75-84,213
2021,6,Cerebrovascular diseases,75-84,112
2021,7,Cerebrovascular diseases,75-84,132
2021,8,Cerebrovascular diseases,75-84,431
2021,9,Cerebrovascular diseases,75-84,562
2021,10,Cerebrovascular diseases,75-84,450
2021,11,Cerebrovascular diseases,75-84,378
2021,12,Cerebrovascular diseases,75-84,518
2022,1,Cerebrovascular diseases,75-84,1260
2022,2,Cerebrovascular diseases,75-84,948
2022,3,Cerebrovascular diseases,75-84,355
2022,4,Cerebrovascular diseases,75-84,169
2022,5,Cerebrovascular diseases,75-84,185
2022,6,Cerebrovascular diseases,75-84,241
2022,7,Cerebrovascular diseases,75-84,350
2022,8,Cerebrovascular diseases,75-84,355
2022,9,Cerebrovascular diseases,75-84,282
2022,10,Cerebrovascular diseases,75-84,262
2022,11,Cerebrovascular diseases,75-84,268
2022,12,Cerebrovascular diseases,75-84,323
2023,1,Cerebrovascular diseases,75-84,364
2023,2,Cerebrovascular diseases,75-84,235
2023,3,Cerebrovascular diseases,75-84,103
2020,1,Cerebrovascular diseases,85+,0
2020,2,Cerebrovascular diseases,85+,0
2020,3,Cerebrovascular diseases,85+,46
2020,4,Cerebrovascular diseases,85+,826
2020,5,Cerebrovascular diseases,85+,773
2020,6,Cerebrovascular diseases,85+,335
2020,7,Cerebrovascular diseases,85+,417
2020,8,Cerebrovascular diseases,85+,473
2020,9,Cerebrovascular diseases,85+,331
2020,10,Cerebrovascular diseases,85+,480
2020,11,Cerebrovascular diseases,85+,1064
2020,12,Cerebrovascular diseases,85+,1835
2021,1,Cerebrovascular diseases,85+,1704
2021,2,Cerebrovascular diseases,85+,726
2021,3,Cerebrovascular diseases,85+,323
2021,4,Cerebrovascular diseases,85+,216
2021,5,Cerebrovascular diseases,85+,185
2021,6,Cerebrovascular diseases,85+,111
2021,7,Cerebrovascular diseases,85+,115
2021,8,Cerebrovascular diseases,85+,381
2021,9,Cerebrovascular diseases,85+,518
2021,10,Cerebrovascular diseases,85+,417
2021,11,Cerebrovascular diseases,85+,384
2021,12,Cerebrovascular diseases,85+,451
2022,1,Cerebrovascular diseases,85+,1240
2022,2,Cerebrovascular diseases,85+,1008
2022,3,Cerebrovascular diseases,85+,366
2022,4,Cerebrovascular diseases,85+,227
2022,5,Cerebrovascular diseases,85+,284
2022,6,Cerebrovascular diseases,85+,339
2022,7,Cerebrovascular diseases,85+,485
2022,8,Cerebrovascular diseases,85+,489
2022,9,Cerebrovascular diseases,85+,400
2022,10,Cerebrovascular diseases,85+,358
2022,11,Cerebrovascular diseases,85+,354
2022,12,Cerebrovascular diseases,85+,477
2023,1,Cerebrovascular diseases,85+,516
2023,2,Cerebrovascular diseases,85+,335
2023,3,Cerebrovascular diseases,85+,129
2020,1,Cerebrovascular diseases,Not stated,0
2020,2,Cerebrovascular diseases,Not stated,0
2020,3,Cerebrovascular diseases,Not stated,0
2020,4,Cerebrovascular diseases,Not stated,1
2020,5,Cerebrovascular diseases,Not stated,0
2020,6,Cerebrovascular diseases,Not stated,0
2020,7,Cerebrovascular diseases,Not stated,0
2020,8,Cerebrovascular diseases,Not stated,0
2020,9,Cerebrovascular diseases,Not stated,0
2020,10,Cerebrovascular diseases,Not stated,0
2020,11,Cerebrovascular diseases,Not stated,0
2020,12,Cerebrovascular diseases,Not stated,0
2021,1,Cerebrovascular diseases,Not stated,0
2021,2,Cerebrovascular diseases,Not stated,0
2021,3,Cerebrovascular diseases,Not stated,0
2021,4,Cerebrovascular diseases,Not stated,0
2021,5,Cerebrovascular diseases,Not stated,0
2021,6,Cerebrovascular diseases,Not stated,0
2021,7,Cerebrovascular diseases,Not stated,0
2021,8,Cerebrovascular diseases,Not stated,0
2021,9,Cerebrovascular diseases,Not stated,0
2021,10,Cerebrovascular diseases,Not stated,0
2021,11,Cerebrovascular diseases,Not stated,0
2021,12,Cerebrovascular diseases,Not stated,0
2022,1,Cerebrovascular diseases,Not stated,1
2022,2,Cerebrovascular diseases,Not stated,0
2022,3,Cerebrovascular diseases,Not stated,0
2022,4,Cerebrovascular diseases,Not stated,0
2022,5,Cerebrovascular diseases,Not stated,0
2022,6,Cerebrovascular diseases,Not stated,0
2022,7,Cerebrovascular diseases,Not stated,0
2022,8,Cerebrovascular diseases,Not stated,0
2022,9,Cerebrovascular diseases,Not stated,0
2022,10,Cerebrovascular diseases,Not stated,0
2022,11,Cerebrovascular diseases,Not stated,0
2022,12,Cerebrovascular diseases,Not stated,0
2023,1,Cerebrovascular diseases,Not stated,0
2023,2,Cerebrovascular diseases,Not stated,0
2023,3,Cerebrovascular diseases,Not stated,0
2020,1,Cerebrovascular diseases,All Ages,1
2020,2,Cerebrovascular diseases,All Ages,1
2020,3,Cerebrovascular diseases,All Ages,139
2020,4,Cerebrovascular diseases,All Ages,2618
2020,5,Cerebrovascular diseases,All Ages,2142
2020,6,Cerebrovascular diseases,All Ages,1093
2020,7,Cerebrovascular diseases,All Ages,1496
2020,8,Cerebrovascular diseases,All Ages,1617
2020,9,Cerebrovascular diseases,All Ages,1083
2020,10,Cerebrovascular diseases,All Ages,1371
2020,11,Cerebrovascular diseases,All Ages,2859
2020,12,Cerebrovascular diseases,All Ages,4952
2021,1,Cerebrovascular diseases,All Ages,5115
2021,2,Cerebrovascular diseases,All Ages,2451
2021,3,Cerebrovascular diseases,All Ages,1232
2021,4,Cerebrovascular diseases,All Ages,871
2021,5,Cerebrovascular diseases,All Ages,780
2021,6,Cerebrovascular diseases,All Ages,440
2021,7,Cerebrovascular diseases,All Ages,502
2021,8,Cerebrovascular diseases,All Ages,1773
2021,9,Cerebrovascular diseases,All Ages,2416
2021,10,Cerebrovascular diseases,All Ages,1806
2021,11,Cerebrovascular diseases,All Ages,1412
2021,12,Cerebrovascular diseases,All Ages,1930
2022,1,Cerebrovascular diseases,All Ages,4364
2022,2,Cerebrovascular diseases,All Ages,3256
2022,3,Cerebrovascular diseases,All Ages,1158
2022,4,Cerebrovascular diseases,All Ages,594
2022,5,Cerebrovascular diseases,All Ages,660
2022,6,Cerebrovascular diseases,All Ages,809
2022,7,Cerebrovascular diseases,All Ages,1163
2022,8,Cerebrovascular diseases,All Ages,1183
2022,9,Cerebrovascular diseases,All Ages,935
2022,10,Cerebrovascular diseases,All Ages,842
2022,11,Cerebrovascular diseases,All Ages,859
2022,12,Cerebrovascular diseases,All Ages,1090
2023,1,Cerebrovascular diseases,All Ages,1219
2023,2,Cerebrovascular diseases,All Ages,786
2023,3,Cerebrovascular diseases,All Ages,295
2020,1,Other diseases of the circulatory system,0-24,0
2020,2,Other diseases of the circulatory system,0-24,0
2020,3,Other diseases of the circulatory system,0-24,3
2020,4,Other diseases of the circulatory system,0-24,10
2020,5,Other diseases of the circulatory system,0-24,5
2020,6,Other diseases of the circulatory system,0-24,5
2020,7,Other diseases of the circulatory system,0-24,13
2020,8,Other diseases of the circulatory system,0-24,12
2020,9,Other diseases of the circulatory system,0-24,4
2020,10,Other diseases of the circulatory system,0-24,7
2020,11,Other diseases of the circulatory system,0-24,10
2020,12,Other diseases of the circulatory system,0-24,16
2021,1,Other diseases of the circulatory system,0-24,18
2021,2,Other diseases of the circulatory system,0-24,14
2021,3,Other diseases of the circulatory system,0-24,8
2021,4,Other diseases of the circulatory system,0-24,6
2021,5,Other diseases of the circulatory system,0-24,12
2021,6,Other diseases of the circulatory system,0-24,4
2021,7,Other diseases of the circulatory system,0-24,11
2021,8,Other diseases of the circulatory system,0-24,32
2021,9,Other diseases of the circulatory system,0-24,36
2021,10,Other diseases of the circulatory system,0-24,20
2021,11,Other diseases of the circulatory system,0-24,26
2021,12,Other diseases of the circulatory system,0-24,24
2022,1,Other diseases of the circulatory system,0-24,49
2022,2,Other diseases of the circulatory system,0-24,26
2022,3,Other diseases of the circulatory system,0-24,10
2022,4,Other diseases of the circulatory system,0-24,10
2022,5,Other diseases of the circulatory system,0-24,9
2022,6,Other diseases of the circulatory system,0-24,6
2022,7,Other diseases of the circulatory system,0-24,5
2022,8,Other diseases of the circulatory system,0-24,14
2022,9,Other diseases of the circulatory system,0-24,8
2022,10,Other diseases of the circulatory system,0-24,4
2022,11,Other diseases of the circulatory system,0-24,3
2022,12,Other diseases of the circulatory system,0-24,9
2023,1,Other diseases of the circulatory system,0-24,6
2023,2,Other diseases of the circulatory system,0-24,3
2023,3,Other diseases of the circulatory system,0-24,1
2020,1,Other diseases of the circulatory system,25-34,0
2020,2,Other diseases of the circulatory system,25-34,0
2020,3,Other diseases of the circulatory system,25-34,9
2020,4,Other diseases of the circulatory system,25-34,27
2020,5,Other diseases of the circulatory system,25-34,16
2020,6,Other diseases of the circulatory system,25-34,12
2020,7,Other diseases of the circulatory system,25-34,31
2020,8,Other diseases of the circulatory system,25-34,13
2020,9,Other diseases of the circulatory system,25-34,19
2020,10,Other diseases of the circulatory system,25-34,16
2020,11,Other diseases of the circulatory system,25-34,30
2020,12,Other diseases of the circulatory system,25-34,48
2021,1,Other diseases of the circulatory system,25-34,55
2021,2,Other diseases of the circulatory system,25-34,25
2021,3,Other diseases of the circulatory system,25-34,24
2021,4,Other diseases of the circulatory system,25-34,29
2021,5,Other diseases of the circulatory system,25-34,23
2021,6,Other diseases of the circulatory system,25-34,9
2021,7,Other diseases of the circulatory system,25-34,19
2021,8,Other diseases of the circulatory system,25-34,101
2021,9,Other diseases of the circulatory system,25-34,112
2021,10,Other diseases of the circulatory system,25-34,62
2021,11,Other diseases of the circulatory system,25-34,49
2021,12,Other diseases of the circulatory system,25-34,82
2022,1,Other diseases of the circulatory system,25-34,118
2022,2,Other diseases of the circulatory system,25-34,69
2022,3,Other diseases of the circulatory system,25-34,26
2022,4,Other diseases of the circulatory system,25-34,10
2022,5,Other diseases of the circulatory system,25-34,14
2022,6,Other diseases of the circulatory system,25-34,15
2022,7,Other diseases of the circulatory system,25-34,19
2022,8,Other diseases of the circulatory system,25-34,17
2022,9,Other diseases of the circulatory system,25-34,11
2022,10,Other diseases of the circulatory system,25-34,8
2022,11,Other diseases of the circulatory system,25-34,11
2022,12,Other diseases of the circulatory system,25-34,9
2023,1,Other diseases of the circulatory system,25-34,9
2023,2,Other diseases of the circulatory system,25-34,3
2023,3,Other diseases of the circulatory system,25-34,2
2020,1,Other diseases of the circulatory system,35-44,0
2020,2,Other diseases of the circulatory system,35-44,0
2020,3,Other diseases of the circulatory system,35-44,12
2020,4,Other diseases of the circulatory system,35-44,60
2020,5,Other diseases of the circulatory system,35-44,41
2020,6,Other diseases of the circulatory system,35-44,33
2020,7,Other diseases of the circulatory system,35-44,52
2020,8,Other diseases of the circulatory system,35-44,43
2020,9,Other diseases of the circulatory system,35-44,27
2020,10,Other diseases of the circulatory system,35-44,38
2020,11,Other diseases of the circulatory system,35-44,72
2020,12,Other diseases of the circulatory system,35-44,96
2021,1,Other diseases of the circulatory system,35-44,135
2021,2,Other diseases of the circulatory system,35-44,72
2021,3,Other diseases of the circulatory system,35-44,53
2021,4,Other diseases of the circulatory system,35-44,54
2021,5,Other diseases of the circulatory system,35-44,54
2021,6,Other diseases of the circulatory system,35-44,32
2021,7,Other diseases of the circulatory system,35-44,58
2021,8,Other diseases of the circulatory system,35-44,216
2021,9,Other diseases of the circulatory system,35-44,284
2021,10,Other diseases of the circulatory system,35-44,192
2021,11,Other diseases of the circulatory system,35-44,125
2021,12,Other diseases of the circulatory system,35-44,172
2022,1,Other diseases of the circulatory system,35-44,262
2022,2,Other diseases of the circulatory system,35-44,114
2022,3,Other diseases of the circulatory system,35-44,50
2022,4,Other diseases of the circulatory system,35-44,18
2022,5,Other diseases of the circulatory system,35-44,28
2022,6,Other diseases of the circulatory system,35-44,28
2022,7,Other diseases of the circulatory system,35-44,40
2022,8,Other diseases of the circulatory system,35-44,33
2022,9,Other diseases of the circulatory system,35-44,17
2022,10,Other diseases of the circulatory system,35-44,14
2022,11,Other diseases of the circulatory system,35-44,21
2022,12,Other diseases of the circulatory system,35-44,19
2023,1,Other diseases of the circulatory system,35-44,27
2023,2,Other diseases of the circulatory system,35-44,25
2023,3,Other diseases of the circulatory system,35-44,2
2020,1,Other diseases of the circulatory system,45-54,0
2020,2,Other diseases of the circulatory system,45-54,0
2020,3,Other diseases of the circulatory system,45-54,28
2020,4,Other diseases of the circulatory system,45-54,137
2020,5,Other diseases of the circulatory system,45-54,118
2020,6,Other diseases of the circulatory system,45-54,75
2020,7,Other diseases of the circulatory system,45-54,128
2020,8,Other diseases of the circulatory system,45-54,91
2020,9,Other diseases of the circulatory system,45-54,77
2020,10,Other diseases of the circulatory system,45-54,95
2020,11,Other diseases of the circulatory system,45-54,155
2020,12,Other diseases of the circulatory system,45-54,301
2021,1,Other diseases of the circulatory system,45-54,371
2021,2,Other diseases of the circulatory system,45-54,196
2021,3,Other diseases of the circulatory system,45-54,122
2021,4,Other diseases of the circulatory system,45-54,130
2021,5,Other diseases of the circulatory system,45-54,150
2021,6,Other diseases of the circulatory system,45-54,84
2021,7,Other diseases of the circulatory system,45-54,120
2021,8,Other diseases of the circulatory system,45-54,417
2021,9,Other diseases of the circulatory system,45-54,609
2021,10,Other diseases of the circulatory system,45-54,413
2021,11,Other diseases of the circulatory system,45-54,258
2021,12,Other diseases of the circulatory system,45-54,397
2022,1,Other diseases of the circulatory system,45-54,584
2022,2,Other diseases of the circulatory system,45-54,289
2022,3,Other diseases of the circulatory system,45-54,98
2022,4,Other diseases of the circulatory system,45-54,45
2022,5,Other diseases of the circulatory system,45-54,50
2022,6,Other diseases of the circulatory system,45-54,41
2022,7,Other diseases of the circulatory system,45-54,63
2022,8,Other diseases of the circulatory system,45-54,65
2022,9,Other diseases of the circulatory system,45-54,54
2022,10,Other diseases of the circulatory system,45-54,50
2022,11,Other diseases of the circulatory system,45-54,33
2022,12,Other diseases of the circulatory system,45-54,54
2023,1,Other diseases of the circulatory system,45-54,53
2023,2,Other diseases of the circulatory system,45-54,35
2023,3,Other diseases of the circulatory system,45-54,11
2020,1,Other diseases of the circulatory system,55-64,1
2020,2,Other diseases of the circulatory system,55-64,1
2020,3,Other diseases of the circulatory system,55-64,46
2020,4,Other diseases of the circulatory system,55-64,337
2020,5,Other diseases of the circulatory system,55-64,280
2020,6,Other diseases of the circulatory system,55-64,167
2020,7,Other diseases of the circulatory system,55-64,254
2020,8,Other diseases of the circulatory system,55-64,245
2020,9,Other diseases of the circulatory system,55-64,156
2020,10,Other diseases of the circulatory system,55-64,204
2020,11,Other diseases of the circulatory system,55-64,406
2020,12,Other diseases of the circulatory system,55-64,740
2021,1,Other diseases of the circulatory system,55-64,931
2021,2,Other diseases of the circulatory system,55-64,531
2021,3,Other diseases of the circulatory system,55-64,291
2021,4,Other diseases of the circulatory system,55-64,310
2021,5,Other diseases of the circulatory system,55-64,275
2021,6,Other diseases of the circulatory system,55-64,153
2021,7,Other diseases of the circulatory system,55-64,182
2021,8,Other diseases of the circulatory system,55-64,670
2021,9,Other diseases of the circulatory system,55-64,1085
2021,10,Other diseases of the circulatory system,55-64,729
2021,11,Other diseases of the circulatory system,55-64,541
2021,12,Other diseases of the circulatory system,55-64,694
2022,1,Other diseases of the circulatory system,55-64,1329
2022,2,Other diseases of the circulatory system,55-64,780
2022,3,Other diseases of the circulatory system,55-64,277
2022,4,Other diseases of the circulatory system,55-64,107
2022,5,Other diseases of the circulatory system,55-64,111
2022,6,Other diseases of the circulatory system,55-64,116
2022,7,Other diseases of the circulatory system,55-64,154
2022,8,Other diseases of the circulatory system,55-64,163
2022,9,Other diseases of the circulatory system,55-64,132
2022,10,Other diseases of the circulatory system,55-64,117
2022,11,Other diseases of the circulatory system,55-64,96
2022,12,Other diseases of the circulatory system,55-64,131
2023,1,Other diseases of the circulatory system,55-64,163
2023,2,Other diseases of the circulatory system,55-64,89
2023,3,Other diseases of the circulatory system,55-64,32
2020,1,Other diseases of the circulatory system,65-74,1
2020,2,Other diseases of the circulatory system,65-74,1
2020,3,Other diseases of the circulatory system,65-74,82
2020,4,Other diseases of the circulatory system,65-74,608
2020,5,Other diseases of the circulatory system,65-74,432
2020,6,Other diseases of the circulatory system,65-74,232
2020,7,Other diseases of the circulatory system,65-74,411
2020,8,Other diseases of the circulatory system,65-74,459
2020,9,Other diseases of the circulatory system,65-74,292
2020,10,Other diseases of the circulatory system,65-74,342
2020,11,Other diseases of the circulatory system,65-74,746
2020,12,Other diseases of the circulatory system,65-74,1426
2021,1,Other diseases of the circulatory system,65-74,1707
2021,2,Other diseases of the circulatory system,65-74,897
2021,3,Other diseases of the circulatory system,65-74,503
2021,4,Other diseases of the circulatory system,65-74,388
2021,5,Other diseases of the circulatory system,65-74,329
2021,6,Other diseases of the circulatory system,65-74,188
2021,7,Other diseases of the circulatory system,65-74,219
2021,8,Other diseases of the circulatory system,65-74,769
2021,9,Other diseases of the circulatory system,65-74,1133
2021,10,Other diseases of the circulatory system,65-74,906
2021,11,Other diseases of the circulatory system,65-74,711
2021,12,Other diseases of the circulatory system,65-74,985
2022,1,Other diseases of the circulatory system,65-74,1712
2022,2,Other diseases of the circulatory system,65-74,1248
2022,3,Other diseases of the circulatory system,65-74,472
2022,4,Other diseases of the circulatory system,65-74,150
2022,5,Other diseases of the circulatory system,65-74,175
2022,6,Other diseases of the circulatory system,65-74,202
2022,7,Other diseases of the circulatory system,65-74,287
2022,8,Other diseases of the circulatory system,65-74,344
2022,9,Other diseases of the circulatory system,65-74,237
2022,10,Other diseases of the circulatory system,65-74,206
2022,11,Other diseases of the circulatory system,65-74,217
2022,12,Other diseases of the circulatory system,65-74,297
2023,1,Other diseases of the circulatory system,65-74,323
2023,2,Other diseases of the circulatory system,65-74,213
2023,3,Other diseases of the circulatory system,65-74,74
2020,1,Other diseases of the circulatory system,75-84,1
2020,2,Other diseases of the circulatory system,75-84,0
2020,3,Other diseases of the circulatory system,75-84,94
2020,4,Other diseases of the circulatory system,75-84,724
2020,5,Other diseases of the circulatory system,75-84,528
2020,6,Other diseases of the circulatory system,75-84,241
2020,7,Other diseases of the circulatory system,75-84,437
2020,8,Other diseases of the circulatory system,75-84,460
2020,9,Other diseases of the circulatory system,75-84,366
2020,10,Other diseases of the circulatory system,75-84,457
2020,11,Other diseases of the circulatory system,75-84,1072
2020,12,Other diseases of the circulatory system,75-84,1882
2021,1,Other diseases of the circulatory system,75-84,2066
2021,2,Other diseases of the circulatory system,75-84,1018
2021,3,Other diseases of the circulatory system,75-84,508
2021,4,Other diseases of the circulatory system,75-84,361
2021,5,Other diseases of the circulatory system,75-84,291
2021,6,Other diseases of the circulatory system,75-84,157
2021,7,Other diseases of the circulatory system,75-84,194
2021,8,Other diseases of the circulatory system,75-84,645
2021,9,Other diseases of the circulatory system,75-84,942
2021,10,Other diseases of the circulatory system,75-84,712
2021,11,Other diseases of the circulatory system,75-84,598
2021,12,Other diseases of the circulatory system,75-84,859
2022,1,Other diseases of the circulatory system,75-84,1918
2022,2,Other diseases of the circulatory system,75-84,1328
2022,3,Other diseases of the circulatory system,75-84,489
2022,4,Other diseases of the circulatory system,75-84,224
2022,5,Other diseases of the circulatory system,75-84,214
2022,6,Other diseases of the circulatory system,75-84,297
2022,7,Other diseases of the circulatory system,75-84,436
2022,8,Other diseases of the circulatory system,75-84,437
2022,9,Other diseases of the circulatory system,75-84,395
2022,10,Other diseases of the circulatory system,75-84,330
2022,11,Other diseases of the circulatory system,75-84,324
2022,12,Other diseases of the circulatory system,75-84,440
2023,1,Other diseases of the circulatory system,75-84,469
2023,2,Other diseases of the circulatory system,75-84,330
2023,3,Other diseases of the circulatory system,75-84,125
2020,1,Other diseases of the circulatory system,85+,0
2020,2,Other diseases of the circulatory system,85+,1
2020,3,Other diseases of the circulatory system,85+,82
2020,4,Other diseases of the circulatory system,85+,912
2020,5,Other diseases of the circulatory system,85+,701
2020,6,Other diseases of the circulatory system,85+,339
2020,7,Other diseases of the circulatory system,85+,465
2020,8,Other diseases of the circulatory system,85+,485
2020,9,Other diseases of the circulatory system,85+,349
2020,10,Other diseases of the circulatory system,85+,521
2020,11,Other diseases of the circulatory system,85+,1146
2020,12,Other diseases of the circulatory system,85+,2049
2021,1,Other diseases of the circulatory system,85+,1970
2021,2,Other diseases of the circulatory system,85+,958
2021,3,Other diseases of the circulatory system,85+,436
2021,4,Other diseases of the circulatory system,85+,330
2021,5,Other diseases of the circulatory system,85+,244
2021,6,Other diseases of the circulatory system,85+,160
2021,7,Other diseases of the circulatory system,85+,154
2021,8,Other diseases of the circulatory system,85+,471
2021,9,Other diseases of the circulatory system,85+,674
2021,10,Other diseases of the circulatory system,85+,559
2021,11,Other diseases of the circulatory system,85+,570
2021,12,Other diseases of the circulatory system,85+,636
2022,1,Other diseases of the circulatory system,85+,1563
2022,2,Other diseases of the circulatory system,85+,1136
2022,3,Other diseases of the circulatory system,85+,471
2022,4,Other diseases of the circulatory system,85+,237
2022,5,Other diseases of the circulatory system,85+,316
2022,6,Other diseases of the circulatory system,85+,400
2022,7,Other diseases of the circulatory system,85+,549
2022,8,Other diseases of the circulatory system,85+,535
2022,9,Other diseases of the circulatory system,85+,464
2022,10,Other diseases of the circulatory system,85+,387
2022,11,Other diseases of the circulatory system,85+,442
2022,12,Other diseases of the circulatory system,85+,634
2023,1,Other diseases of the circulatory system,85+,591
2023,2,Other diseases of the circulatory system,85+,427
2023,3,Other diseases of the circulatory system,85+,167
2020,1,Other diseases of the circulatory system,Not stated,0
2020,2,Other diseases of the circulatory system,Not stated,0
2020,3,Other diseases of the circulatory system,Not stated,0
2020,4,Other diseases of the circulatory system,Not stated,0
2020,5,Other diseases of the circulatory system,Not stated,0
2020,6,Other diseases of the circulatory system,Not stated,0
2020,7,Other diseases of the circulatory system,Not stated,0
2020,8,Other diseases of the circulatory system,Not stated,0
2020,9,Other diseases of the circulatory system,Not stated,0
2020,10,Other diseases of the circulatory system,Not stated,0
2020,11,Other diseases of the circulatory system,Not stated,0
2020,12,Other diseases of the circulatory system,Not stated,0
2021,1,Other diseases of the circulatory system,Not stated,0
2021,2,Other diseases of the circulatory system,Not stated,0
2021,3,Other diseases of the circulatory system,Not stated,1
2021,4,Other diseases of the circulatory system,Not stated,0
2021,5,Other diseases of the circulatory system,Not stated,0
2021,6,Other diseases of the circulatory system,Not stated,0
2021,7,Other diseases of the circulatory system,Not stated,0
2021,8,Other diseases of the circulatory system,Not stated,0
2021,9,Other diseases of the circulatory system,Not stated,0
2021,10,Other diseases of the circulatory system,Not stated,0
2021,11,Other diseases of the circulatory system,Not stated,0
2021,12,Other diseases of the circulatory system,Not stated,0
2022,1,Other diseases of the circulatory system,Not stated,0
2022,2,Other diseases of the circulatory system,Not stated,0
